index,linkPoster,name,role,time,content,content_img,react_list,comment
413,No link,Người tham gia ẩn danh,Thành viên,5 tháng 10,mọi người có ai biết chỗ nào sữa laptop uy tín khong ạ ?,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Ngọc Hiếu', 'content': 'Máy bị gì e'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Ngọc Hiếu sọc màn hình ạ'}, {'name': 'Ngọc Hiếu', 'content': 'Người tham gia ẩn danh ib nhé'}, {'name': 'Hoàng Hy', 'content': '.'}]"
414,No link,Người tham gia ẩn danh,Thành viên,5 tháng 10,"Huhu ad mình trầm quá
,ước ad của UED mặn mà như ad của HUNE",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
415,No link,Người tham gia ẩn danh,Thành viên,5 tháng 10,Em đang là sv trg mình nhưng em đang có nguyện vọng học ngành khác của thì năm tới phải thi lại hoặc xét hb năm tới cho ngành khác  hay sao ạ,No picture,"{'Thích': '1', 'Yêu thích': '1', 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
416,No link,Người tham gia ẩn danh,Thành viên,5 tháng 10,"Mình cần tìm thêm bạn học chung lớp tiếng Nhật với mình. Lớp mới mở học từ N5 (học từ căn bản lên)
• Học tại gần Âu Cơ - Thanh Vinh - Liên Chiểu 
• Học phí 600k/1 tháng 
• Tuần 2 buổi / mỗi buổi 2 tiếng 
Có thể xếp lịch vào khung giờ T3567 sau 17h30
[Ai có nhu cầu cmt dưới bài viết mình sẽ liên hệ]",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
417,No link,Người tham gia ẩn danh,Thành viên,5 tháng 10,"Hồng hài nhi hay ngưu ma vương gì cũng được hết, tuổi tác hong quan trọng. Quan trọng là Important",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
418,No link,Người tham gia ẩn danh,Thành viên,5 tháng 10,Ra cf học bài mà nhìn đâu cũng thấy ngta có đôi có cặp ngồi học với nhau. Cũng muốn có một bé ngồi bên cạnh mình học bài chung quá ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
419,No link,Người tham gia ẩn danh,Thành viên,5 tháng 10,Ủa nhắn tin làm quen tui xong block tui là sao nữa dị,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '3', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Vạn Lý Du', 'content': 'khó vậy cũng làm được'}]"
420,No link,Người tham gia ẩn danh,Thành viên,5 tháng 10,Trường mình thường thi trắc nghiệm hay tự luận vậy ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
421,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,"Hi mn, mình hôm đi BKX có lỡ tương tư 1 bạn, nhỏ nhỏ xinh xinh mang áo trắng, quần short Caro, đeo túi màu xám, đi cùng một bạn nữ khác mặc áo đen, ko bk có phải của UED mình ko?",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
422,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,"Mấy chị có ai kiếm ng ở ghép k cho e ở với e thoải mái, gọn gàng, k ở bẩn, k ồn ào ạ",No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'An Hà', 'content': 'Ở ghép ib mình ạ, trọ mới xây sạch sẽ có điều hoà, ib xem hình ạa'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả An Hà check ib mình nha'}]"
423,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,"Mọi người ơi, em với bạn trai em chia tay một thời gian, nhưng e còn tình cảm, em có nên quay lại với người yêu cũ không mọi người. Mất anh ấy e mới biết e luỵ như thế nào. Trong khi anh ấy đi học, đi làm vẫn tranh thủ quan tâm đến em nhưng em kiểu còn con nít, hay làm rối mọi chuyện lên, mọi người cho em lời khuyên với ah?",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Thị Lan Vy', 'content': 'em còn tình cảm nhưng anh đấy còn tình cảm không'}]"
424,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,Trường mình có CLB overthinking không vậy ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
425,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,"Sao có mấy đứa ở trước mặt tử tế lắm mà khi không có mình là làm loạn với tâm cơ đến không ngờ. Mình mới năm nhất mà sốc quá, lúc trước hay nghe m.n nói thôi giờ gặp rồi.",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
426,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,Chiều mai có ai muốn đánh cầu lông ko ạ. Cho em đánh ké với ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
427,https://www.facebook.com/groups/1976889476160045/user/100038006084869/?__cft__[0]=AZV8ujzAuQjLI9_JgtYaibkEn0RZ6xLY1EfVvuMet7y0W5SxyT3Hh8Zusyb_1CNRdS3DD-unD4hbXaBnPTnrYckaxfaeA9sKdZZWko32TvhzHdTIqMBpkirt8fJjlzd4DEmVTXpnx1xao88tjw466r0hKdejdIvQ13et2bloDe1KU3nySbDv2tl2biZjPlFglWI&__tn__=-UC%2CP-R,Nguyễn Thị Thu Hà,Thành viên,4 tháng 10,"TUYỂN DỤNG FREELANCER 
 Mô tả công việc:
Xử lý đơn hàng (không cần đến văn phòng) và được training tại home
Trực Page trên pancake - kiểm duyệt đơn hàng
Thu nhập:
Lương cơ bản 8tr + doanh thu
Lương parttime 5tr + doanh thu
 Thời gian làm việc linh hoạt ( rảnh làm bận nghỉ ).
Yêu cầu:
Ưu tiên ứng viên có kinh nghiệm làm nhân viên bán hàng, trực page, bán hàng online, hoặc các lĩnh vực bán lẻ
Nhanh nhẹn, chăm chỉ, cầu tiến, ko có kinh nghiệm sẽ được đào tạo
*Quan tâm IB và mình tư vấn cụ thể nhé.",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
428,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,"Anh chị nào có thể giúp em học phần Hệ Thống Thông Tin Đía Lý đuợc không ạ, khó quá em mò mãi không ra ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
429,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,có bắt buộc phải tham gia các clb của trường không ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
430,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,em muốn tham gia công tác viên của trường thì phải làm sao ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
431,No link,Người tham gia ẩn danh,Thành viên,3 tháng 10,"có ai nhặt cái ví màu đen bên trong có giấy tờ xe thoy ạ, cho em xin lại với =((((",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
432,No link,Người tham gia ẩn danh,Thành viên,3 tháng 10,Sáng thứ 3 tại phòng 502 tòa B3 e có để quên một cái máy tính bấm tay màu trắng. Anh chị hay bạn nào thấy  cho e xin nhận lại vs ạ. Em cảm ơn.,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
433,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,Em tân sinh viên. Anh chị cho em hỏi khi nào trường phát thẻ sinh viên vậy ạ?,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
434,https://www.facebook.com/groups/1976889476160045/user/100047420647534/?__cft__[0]=AZVFmREUnpifK3-_gRg7c7q8To7PaT-I_MVYLFBae5r2AQO2MAV8K69L28H2xDlJZdqc5hlugXeJt8ElsIw9Dhj3YH6p8V461Ami-zEzgdXn7ytRRqFDoN81Cg-1z0E62ywvMMknMMqBPANLMx113FyDmbcKFliMR911wl3fvhwChzaLgR9SUXNDR3eQK0Gq7u4gaETwxTYGzjC5eS5rRZOK&__tn__=-UC%2CP-R,Nguyễn Phương Ly,Thành viên,2 tháng 10,sắp 20-10 rồi mua tặng bồ đi bâyyy,"{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/461768878_1075603447363667_1579105156352948939_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGjNvq8ZAoGh-Ekc-wB1uupxvSrYbP_Ac_G9Kths_8Bzy76vT85gn0mswpoZhTur0yJBg3hFphcJWooYRjNU2eC&_nc_ohc=slNXMAeZMaAQ7kNvgEtTaHC&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AcGoKSkfzXtZQQJtBgMyWBG&oh=00_AYBVyUjpTtAv1Tlnb1wMYVhNC5eRaFGZXJA0urIk_p4aCw&oe=673F9F6C', 1: 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-6/461713675_1075603654030313_3047208635679378335_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGybP5KEcvh_g1ZYfATf3jCDkNWN7dHGhsOQ1Y3t0caG6BNZQJCPO3qV93qTWC-_UjN2Hu3LYn4Pacw3Ln0yOcQ&_nc_ohc=iPHBD-643zwQ7kNvgHpr1hG&_nc_zt=23&_nc_ht=scontent.fdad3-1.fna&_nc_gid=AcGoKSkfzXtZQQJtBgMyWBG&oh=00_AYDsUWMiVMdfr0Kz1qyv0BMDslY13XGtpBSwoeEKQRME9Q&oe=673FC907', 2: 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-6/461794622_1075603797363632_6633795157690574941_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeE6q3d_CKQWtzFM1hvlHThOPVZQTku426Q9VlBOS7jbpEVvdZCLbJYk_mzjqHD6rLmUSUflNMXdmcVRc5CFLHNw&_nc_ohc=7cf4JpuVocEQ7kNvgE1UKEI&_nc_zt=23&_nc_ht=scontent.fdad3-1.fna&_nc_gid=AcGoKSkfzXtZQQJtBgMyWBG&oh=00_AYCbCdK3dSzM1IzZ9QvA28Q3e2oDlm2HXXft3N4JBpyUJQ&oe=673FB6BD', 3: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/461828545_1075603804030298_2445608176502700149_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFUV0khW6GimeKURpT34wS1iAcoddpmyTyIByh12mbJPAhBrqWZRCV9fkWsBUWO45H73fE-bYPXEeMhIb47aZJp&_nc_ohc=acC6pRgjU2EQ7kNvgGywmJ6&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AcGoKSkfzXtZQQJtBgMyWBG&oh=00_AYBBmW0EJvjn3xzFC-pVpOUG8t3HpIsjzjLdMgzhhOebSw&oe=673F9576', 4: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/461957323_1075603747363637_1848351530393776416_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeG-c7DejeUVs4oPhhR76r6ty5hbkebNa1vLmFuR5s1rWz46iCBn4S7FkJLyb4cC3Z6LNNe1ArcV6JlDd7RkaGvL&_nc_ohc=n_V6mLfdZiAQ7kNvgGDUacU&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AcGoKSkfzXtZQQJtBgMyWBG&oh=00_AYAR4mhWE1vdg-067ojltDAKjL1-mHTbu7HejoMSyDD42Q&oe=673FC069'}","{'Thích': '3', 'Yêu thích': '1', 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
435,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,"Mình vừa nhặt được giấy tờ của bạn tên Duyên sinh năm 2004 khoa toán đại học Sư Phạm, quê Quảng Ngãi trên đường Phạm Như Xương
Ai biết thông tin bạn thì liên hệ mình giúp với nhen",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
436,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,"chuyện là có chị nhắn tin đòi làm quen tui
nhưng mà chị đó cứ rủ tui đi làm chung với chị đó là sao mấy fen",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Bún Bò Không Hành', 'content': 'chỉ làm gì mà rủ đi chung dzay'}]"
437,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,hồng hài nhi cần kím người săn,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
438,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,"Ai chỉ cách có ny đi, bạn bè đứa nào cũng có đôi hết rồi Chỉ cần là con người, chỉ cần là con người, chỉ cần là con người. Điều quan trọng nhắc 3 lần ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
439,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,"ý là có bài thuyết trình nhóm á mng, mng năng nổ lên được không ạ. tui bị ovtk nói nhiều sợ bị bảo làm màu, mà ko nói thì sợ ko có điểm á ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
440,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,Yêu cùng trường có cảm giác gì hông anh chị,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
441,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,"Bạn cùng phòng oiiiii. Mặt bạn dày thế cơ á 
Biết bn bài nói về BẠN CÙNG PHÒNG KHÔNG CÓ Ý THỨC, MẤT TRẬT TỰ vào buổi trưa tối rồi mà bạn đọc rồi vẫn không thay đổi. T nói đây là lần cuối cùng, nếu m vẫn vậy thì mời m cút giùm vì nhà này là t tự đi thuê ( m chỉ là người đến sau và ở cùng với t). Tài sản mua chung thì t trả lại tiền đã chia đôi. Đã vào được ngôi trường này mà có cái tính nết như vậy thì làm ô uế thanh danh của trường lắm. Đọc thấy bài này thì tự mà sửa cái nết lại đi. Thân ái!",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
442,No link,Người tham gia ẩn danh,Thành viên,1 tháng 10,"hông biết có bạn sinh viên sư phạm năm 3, hôm qua đi thi toeic tại IIG trong này không",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
443,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,"sao mình thấy khó làm quen với bạn mới quá ta, mình cũng hoạt ngôn tích cực các kiểu, mà nhìn mấy bạn trong lớp k thấy ai cùng tần số cái mình im luôn",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Trần Thị Thảo Nhi', 'content': 'Thế thì ib dới ah'}]"
444,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,Mọi người ơi muốn tham gia câu lạc bộ thì làm như nào mọi người,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
445,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,Em xin tip thuyết trình không run đi ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
446,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,Tìm bạn nch chứ đi học chưa quen được ai,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
447,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,"Rủ anh đi chơi cả tháng Xong rồi anh ghost, bảo vì em chán",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
448,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,Nữ sp bắt kèo đá bóng trai bk không,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
449,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,cho em hỏi khi nào có thẻ sinh viên vậy ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
450,No link,Người tham gia ẩn danh,Thành viên,29 tháng 9,"Mình cần 1 bạn đã học qua mĩ thuật, có hoa tay để vẽ tranh trên mô hình rừng núi đơn giản bằng màu acrylic. Làm 1 tối 5-9h hoặc đến khi làm xong thứ 2,3 hoặc 4 phí 120k. Ưu tiên bạn có cọ cơ bản ạ.",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
451,No link,Người tham gia ẩn danh,Thành viên,29 tháng 9,Mọi người cho em hỏi lúc chiều có mấy anh sân bóng chuyền trường mình cứ la ronadol hay messi.Vậy anh nào là goat ạ,{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/461606861_1272894580381517_4116605212441616268_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeF8gathzvLSQtZ5OSwv3SDjmhQqCBholTGaFCoIGGiVMbimIGwu6DKhkpvNDcSCyFiPsABQRXDJktqBw88Jf9Ir&_nc_ohc=OB4PzprWSMoQ7kNvgG5uJ9Y&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AZphVJwF37KyyD1Mt-ZD09O&oh=00_AYAprzdz71vE6GYq5_FEVdpVDJTVAUsqRTRRV93onLZ4vA&oe=673FB284'},"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Đặng Thanh Phú', 'content': 'Siuuuuuuuuuuuuuu'}]"
